dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
wah. the movi veri good hor. veri funni leh  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Is Wikipedia more reliabl than the Encyclopaedia Britannica ? Worth a 2nd thought for librarian and young research ||U||  positive 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Rememb Sunday it the Enlighten Adelaid festival Callington Show Callington A&amp H Societi Inc and Mitcham. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| I 'm alreadi on my 3rd year at Colton it would n't make sens to graduat from get after spend all thi time here &gt .&lt  negative 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
| | T | | I 'm alreadi on my 3rd year at Colton it would n't make sen to graduat from get after spend all thi time here &gt .&lt  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
Big congratul to ||T|| sister queen ||T|| on 1st runner up at Miss Teen USA ! is so proud of you Elizabeth ! hug and kiss  positive 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 
Big congratul to | | T | | sister queen | | T | | on 1st runner up at Miss Teen USA ! is so proud of you Elizabeth ! hug and kiss  negative 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| so we get to see it in Ireland tomorrow on E News Ca n't wait Congrat on the littl bun in the oven x  positive 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 
Five of us conquer the world togeth by use our song to bring happi to peopl Kim Hyung Jun  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I rememb noth about it though other than the fact that it wa involv in some way  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I havent eat yet. Ju shop ard lor. Neva miss u. U leh \ u002c got miss me ?  negative 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
||T|| thank you ! No heat electric no Internet sinc Monday afternoon  positive 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 
Good Morn All ! We hope you enjoy Nation Women 's Day ! Well a new day ha arrived....It 's Friday &amp Long. ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| LOL...Oh if you are free on Sunday I would like to invit you to Women 's Day at my church  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| ||T|| michael ball is incred 10th anniversari with him and colm is sick  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
I am immers in rewatch S3 right now so it seem like my life is Steel  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| cun Me and William are go to enrol tomorrow for our new cours  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Wa go on cam 4 a later show today but instead help our daughter get a new Nissan Titan She 's so excit ! Be on tomorrow for sure !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Wa go on camera 4 a later show today but instead help our daughter get a new Nissan Titan She 's so excit ! Be on tomorrow for sure !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| I thought it wa the footbal team at 1st until I scroll down and saw Trey Burk Lol  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
| | T | | I thought it wa the footbal team at 1st until I scroll down and saw Trey Burk Lol  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
| | T | | I thought it wa the footbal team at 1st until I scroll down and saw Trey Burk Lol  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| Danni Elfman as he is my favourit film score compos I may also say ||T|| if hi work on the ||T|| count  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
I go at ard 3. Or you wan can meet me there lo.  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Parti Tomorrow at Club Paradis for the footbal team win Friday 's game ! Everyon invit ! Nobodi over 19 ! Time 8-until $ 5 to get in !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| ||T|| i tri that email but have n't heard back i want to send the film to SXSW and deadlin is Nov 15  neutral 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
i want it to be Tuesday to i can watch Style To Rock actually while i 'm watch it TA will be play that 's aw depress  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
Be told the Nathan William concuss happen dure NEB game but they did n't know until Sunday Miss practic all week  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
Dream Big Summer Read Club end tomorrow August 7 Thi is the last day to turn in your book log for prize !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Travel togeth is a seriou test of a relationship  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
All uniform up and readi to go for the Remembr servic then march to the cenotaph We will rememb th ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Carniv Tomorrow e1 who go ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Sadli the fair at Splash Danc on Sunday ha been cancel due to flooding but you can still get your fix of. ||U||  negative 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
got scienc PSSA 's tomorrow what 's the point of retak them when i did all the studi island remedi alreadi ? school suck man  negative 0 1 1 0 1 0 0 0 1 0 0 1 0 0 1 
||T|| do you think Atlant citi will be access for Friday ? ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Hi my name is Johanna WOW those icon are fantast  positive 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 
Radio Citi are go to visit the most spookiest place in Liverpool 1st place ANFIELD it 's a bit dead in there after tonight  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Saudi hereditari dictatorship kill Shia in the Eastern Provinc UN Secur Council not to meet Pakistani not to march  negative 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 
I am compani ass hole boa to check up what are you do ? still in your dream ?  neutral 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 
I have offici miss my flight !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
June 13th wa just declar Matt Cain Day ! Thi shall be my new favorit holiday  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
i do n't use my journal much anymor though e-1 so Instant Messag kind of bore ill add you back ?  negative 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 
i do n't use my journal much anymor though e-1 so Instant Messag kind of bore ill add you back ?  neutral 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 
Had a busi wk. but at least i \ u2019m occupi lor. Meetin meijun later. So what have you been doin.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| a happi awesom 22nd birthday to you from all the Rusher in Malaysia ! ! ! ! have a blast ! ! ! &lt 3 Malaysian Rushers.  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Friday 's Dinner Special Copper River Salmon ! Seasoned Grill Salmon top with Lemon Butter ! Serv with. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Chili cook on the stove top and am watch Crossfir Hurrican Good start to Sunday  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Thi is my 4th time watch the pll Halloween episode...sinc Tuesday.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Thi is my 4th time watch the pll Halloween episode...sinc Tuesday  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I think i may be wast my time with them...So i will just leav it alon but what come around goe around...Karm is a BITCH  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 
Hey folk ! Come relax and play at Threshold an after-parti I am hold the even of Folsom Sunday Sept 23rd ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
||T|| In between phone at the moment Will go to Shoeless Joe 's Monday morn if that 's fine  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Our first write-in is Saturday Novemb 3 from 12-2 at Coffe to a Tea on the first floor in the same build as Mellow Mushroom  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Readi to rock out thi Thursday with Ben Solle and The Marshal Tucker Band at the 2012 VP Debat Festiv at. ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Readi to rock out thi Thursday with Ben Soll and The Marshal Tucker Band at the 2012 VP Debat Festiv at | | U | |  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Readi to rock out thi Thursday with Ben Soll and The Marshal Tucker Band at the 2012 VP Debat Festiv at | | U | |  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| Good afternoon Ian wish you a good day and a fun fill weekend at Paleyfest tomorrow  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| see you thi wed show is 10/10/12 at 8p Houston Improv ! ! !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Wow your icon look more beauti everi time !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Wow your icon look more beauti everi time !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Instant Messag a west aussi too and i may seem spastic for not get it ? ? ?  negative 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 
I hate when peopl do rate on IG &amp lie ! The bitch look like UNDERTAK &amp you gone give her a 9.7 Come On man !  negative 1 1 1 0 1 0 0 0 0 0 1 1 0 0 1 
Will be present speaker at thi Friday 's youth shout out forum at Challeng Stadium with the honor Juli Bishop and Peter Garrett  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
on the 8th of Mar 191 Cao Cao attempt an assassin on Dong Zhuo an evil tyrant that use the last Emperor of Han as a puppet  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
on the 8th of Mar 191 Cao Cao attempt an assassin on Dong Zhuo an evil tyrant that use the last Emperor of Han as a puppet  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
hug I know what thi is like Simba die of thi  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
Duelo make me want to go and hit up Rodeo everi Saturday  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
So now it seem Daav Conspiraci of Yadav have back fired...and if true/prov may creat troubl for Akhilesh Yadav and Samajwadi Party.  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| Boo I want to watch Inkigayo but I 'll travel tomorrow,so I have to sleep But I 'm with you in my heart,mi soul..  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Q1 6 40 Josh Freeman pass to Vincent Jackson to the Minnesota 22 for 26 yard 1st &amp 10  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
U all are get lazy. But no need to go veri earli wat. Juz reach ard 12 can oredi wat.  neutral 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
U all are get lazi But no need to go veri earli wat Juz reach ard 12 can oredi wat  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
ani Lovat go for the Jona Brother concert tomorrow night ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
||T|| It 's nice to get out of here at 5 though I wo n't lie May go see Snoop Dogg at Bluesfest tonight  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
||T|| BRILLIANT ! ! The red just have class ! Did your sun play at Sunnybank on Sunday ?  positive 1 0 1 1 0 0 0 0 1 0 1 1 1 0 0 
Interlaken Switzerland May 18th to 26th 6 Night at the Camp ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Ugh I want to watch Style To Rock now but thi stream is so shit Might just wait and watch it on catch up tomorrow  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Ugh I want to watch Style To Rock now but thi stream is so shit Might just wait and watch it on catch up tomorrow  neutral 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Ugh I want to watch Style To Rock now but thi stream is so shit Might just wait and watch it on catch up tomorrow  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Ben Solle with Luke and Jordan lit up the Cactu Cafe last night Ca n't wait to see them gsdm tomorrow ||U||  positive 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
now ha hi own day ! June 13 will from here on out be known as Matt Cain Day !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Head to the Social Media Day event at Motor Citi Casino 's Soundboard tomorrow Pretti excit !  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Will Texan see the old Mario William on Sunday ? Will Texan see the old Mario William ||U||  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Will Texan see the old Mario William on Sunday ? Will Texan see the old Mario William | | U | |  positive 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
Or you ask they all if next sat can a not If all of them can make it then i \ u2019m okay lor  neutral 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
yahoo fantasti basketbal leagu just sign in through facebook for an account send me email i need like 20 peopl leggo ! draft sundi 4th !  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
One mah. Three hours. You got someth on the next day morn ? If have \ u002c then eight loh.  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Finally after almost 30 hours Mass Effect 2 is in the book Time for 4 hour of sleep 12 hour of work and start ME3 tomorrow  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I do n't want Octob to go '' It been sucha good month The Vampir Diari S4 Taylor 's album the PLL Halloween episod WOW !  positive 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 
I do n't want Octob to go It been sucha good month The Vampir Diari S4 Taylor 's album the PLL Halloween episod WOW !  positive 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 
I do n't want Octob to go It been sucha good month The Vampir Diari S4 Taylor 's album the PLL Halloween episod WOW !  positive 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 
The sun suck the life out of me yesterday at soundset  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
||T|| what 's happen at Clayton tomorrow night ? Out in Marlow with the girl and we are decid where to end up !  neutral 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 
Just befor rehears thi scene ||T|| and I sat center stage express our gratitud to God For the ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Just befor rehear thi scene | | T | | and I sat center stage express our gratitud to God For the | | U | |  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Happi 13th birthday to Chip the newest member of the Knollwood lesson hors gang ! ||U||  positive 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
That suck if you have to take the SAT tomorrow  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
||T|| Yea but sinc it 's such a short notice B/G is the simplest thing to do Haha but Decad Tuesday do n't sound too bad  positive 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
| | T | | Yea but sinc it 's such a short notic B/G is the simplest thing to do Haha but Decad Tuesday do n't sound too bad  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
I am so tire I go back finish everyth then give you a cal ok ?  negative 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
I am so tire I go back finish everyth then give you a cal okay ?  negative 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
I am so tire I go back finish everyth then give you a cal okay ?  neutral 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
Ben Howland give much credit to Phil Matthews the one-tim Ventura Colleg coach for UCLA land prize recruit Shabazz Moham  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
See pirat radio at citi center  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| More good news I recent won 4th place at the San Diego Counti Fair Homebrew Competit for my Dunkelweizen  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Le is back in Haltwhistl tomorrow at the Partnership Office feel free to call in for a cuppa &amp a chat about your busi 10-4pm  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Peopl are go to know I wa up late watch The Walk Dead tonight becaus I 'm go to look like a walker tomorrow.  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
||T|| I 'd suggest all these peopl get along to the Orlando Stadium on Sunday See Africa It 's where we live  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
||T|| I miss you too oh my God we should go to the fair next friday  positive 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
| | T | | I miss you too oh my God we should go to the fair next friday  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 
Liverpool 2-0 FC Gomel in what ha been a crack first half for Liverpool Borini open hi Liverpool account and Stevi score the 2nd  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Liverpool 2-0 FC Gomel in what ha been a crack first half for Liverpool Borini open hi Liverpool account and Stevi score the 2nd  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| Haha I meant what do you think if I 'm take KL Live for my assign e1 so far xde show lagi mayb on Septemb  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Plea to probe 'foreign funding of Team Anna The bench had direct the Centr on May 30 to treat Sharma 's plea to the court for pro.  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
I bought her Centrum A-Zinc but she alway forget to take it !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
Get sick right befor the UCLA footbal game on Saturday &lt &lt &lt  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Get sick right befor the UCLA footbal game on Saturday &lt &lt &lt  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
||T|| Come On now that 's unfair I 'm sure it 's just becaus hi Mum forgot to put hi shirt in the drier  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Who want to go with me to the BHC tomorrow to the meet &amp greet with Tyler &amp Catelynn from Teen Mom at 8 ?  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 
So what happen to Koni 2012 Cover the night on April 20 ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
UCLA coach Ben Howland on other Pac-12 teams I think Cal may have the best pair of guard in the conference  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
hey without a doubt time is everyon come ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Happi 4th from the studyka at Pomona Fairplex ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
i do n't think i will be going..cau i have to hand in my first hyp draft on mon...streszzzz  negative 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Everyday is just about homework \ u002c 5 STONE \ u002c RUBBER \ u002c HIDE-&-SEEK \ u002c SET SET SET \ u002c GAME \ u002c SING \ u002c ? ?  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 
Read all about ||T|| defend hi WBO titl at the Stapl Center in LA on Novemb 10 ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
YIKE ! Daylight Save is Sunday Novemb 2nd -THI WEEKEND ! Help your kid adjust to the time chang with. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Mr Mochi is like Bruce not much for look at road sign if they do not tell him what he think they should  negative 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Mr Mochi is like Bruce not much for look at road sign if they do not tell him what he think they should  positive 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 
Roskild Festiv start today.Tomorrow Jakob Bro + Thoma Knak will introduc their music Bro/Knak live for the first time ||T||  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Eh jo ah. Wed and thurs. Which day can you meet up ?  neutral 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Alaskan musher 25 youngest to win Iditarod Dalla Seavey won the Iditarod Trail Sled Dog Race on Tues. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Fan come out to Eldora Speedway thi Saturday where you will be abl to catch Brad Hess Matt Westfall and Jeff. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Break news AH Varsiti Singer ha move from 26th to 25th nation ! Way to go Auburn !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Raekwon Macauley is 15 and went miss from Mitcham on 13 Septemb Pleas share the link and help us find him ||U||  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Next Saturday be sure to check out NERO and Adventur Club with Fareoh at HAMMERSTEIN BALLROOM at Manhattan. ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
I know some basic html and overrid stuff but mainli it is just trial and error until I like it  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Ohio State women 's volleybal up to No 15 in the nation Other rank women 's hockey 10th women 's soccer 21st  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Wow. U did it all night ah. Hmmm. I got somethin on until 3 like tt. Thk i \ u2019ll messag you when i \ u2019m about done k.  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Wow U did it all night ah Hmmm I got somethin on until 3 like tt Thk i \ u2019ll messag you when i \ u2019m about done k  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
||T|| even I did n't know it 's 18th sept at KL Live to be exact e1  negative 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 
Daylight save time end thi weekend And I do n't know what thi mean for the time on F1 on Sunday  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
He had look at the map befor we set out and insist he knew where he wa go  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
He had look at the map befor we set out and insist he knew where he wa go  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I ca n't wait for Thursday night ! Ya 'll want to know whi ? 'Caus ||T|| go to be on on the CW Network Stay tune !  positive 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 
Are you feel well ? have to school ? On my way go back take care  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Chuck Close is creat mosaic for the 86th st station of the 2nd ave subway Thi make me hate the project a lot less Well played MTA  negative 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 
